LocationName,LocationID,Latitude,Longitude,Year,Month,Day,ObservationType,Observation,Species,cultivar,descriptive,catagorical,numeral,location,freeze
Shirley Plantation,p0001,NA,NA,1822,July,18,agriculture,weeding,corn,NA,NA,weeding,,NA,
Shirley Plantation,p0001,NA,NA,1822,July,19,agriculture,weeding,corn,NA,NA,weeding,,NA,
Shirley Plantation,p0001,NA,NA,1822,July,20,agriculture,weeding,corn,NA,NA,weeding,,NA,
Shirley Plantation,p0001,NA,NA,1822,July,22,operations,plowing,cotton,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,July,22,agriculture,weeding,cotton,NA,NA,weeding,,NA,
Shirley Plantation,p0001,NA,NA,1822,July,22,agriculture,phenology,cotton,NA,NA,suckering,,NA,
Shirley Plantation,p0001,NA,NA,1822,July,23,operations,shelling,wheat,unspecified,bushels,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,July,24,operations,shelling,wheat,unspecified,bushels,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,July,25,operations,shelling,wheat,unspecified,bushels,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,July,26,operations,shelling,wheat,unspecified,bushels,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,August,13,operations,shelling,oats,NA,bushels,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,July,13,agriculture,harvesting,wheat,unspecified,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,July,29,agriculture,harvesting,oats,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,August,16,agriculture,harvesting,clover,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,August,17,agriculture,harvesting,clover,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,August,17,agriculture,harvesting,peas,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,August,17,agriculture,harvesting,beans,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,August,20,weather,temperature,NA,NA,NA,hot,,NA,
Shirley Plantation,p0001,NA,NA,1822,August,24,weather,precipitation,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,August,27,agriculture,harvesting,clover,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,August,31,weather,precipitation,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,September,1,weather,precipitation,NA,NA,NA,shower,,NA,
Shirley Plantation,p0001,NA,NA,1822,September,2,agriculture,harvesting,clover,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,September,2,agriculture,harvesting,peas,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,September,5,agriculture,harvesting,pumpkins,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,September,17,agriculture,harvesting,cotton,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,September,19,weather,precipitation,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,September,25,weather,precipitation,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,September,26,agriculture,sowing,wheat,unspecified,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,September,27,agriculture,sowing,wheat,unspecified,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,May,26,weather,precipitation,NA,NA,NA,drizzle,,NA,
Shirley Plantation,p0001,NA,NA,1822,May,27,weather,temperature,NA,NA,NA,warm,,NA,
Shirley Plantation,p0001,NA,NA,1822,May,28,weather,temperature,NA,NA,NA,Fahrenheit,87,NA,
Shirley Plantation,p0001,NA,NA,1822,May,28,agriculture,weeding,corn,NA,NA,weeding,,NA,
Shirley Plantation,p0001,NA,NA,1822,May,29,weather,temperature,NA,NA,NA,Fahrenheit,85.5,NA,
Shirley Plantation,p0001,NA,NA,1822,May,30,weather,temperature,NA,NA,NA,Fahrenheit,83,NA,
Shirley Plantation,p0001,NA,NA,1822,May,31,weather,temperature,NA,NA,NA,Fahrenheit,81,NA,
Shirley Plantation,p0001,NA,NA,1822,June,1,weather,temperature,NA,NA,NA,Fahrenheit,86,NA,
Shirley Plantation,p0001,NA,NA,1822,June,2,weather,temperature,NA,NA,NA,Fahrenheit,88,NA,
Shirley Plantation,p0001,NA,NA,1822,June,3,weather,temperature,NA,NA,NA,Fahrenheit,86,NA,
Shirley Plantation,p0001,NA,NA,1822,June,4,weather,temperature,NA,NA,NA,Fahrenheit,87,NA,
Shirley Plantation,p0001,NA,NA,1822,June,5,weather,temperature,NA,NA,NA,Fahrenheit,68,NA,
Shirley Plantation,p0001,NA,NA,1822,June,6,weather,temperature,NA,NA,NA,Fahrenheit,69.5,NA,
Shirley Plantation,p0001,NA,NA,1822,June,7,weather,temperature,NA,NA,NA,Fahrenheit,79,NA,
Shirley Plantation,p0001,NA,NA,1822,June,8,weather,temperature,NA,NA,NA,Fahrenheit,84,NA,
Shirley Plantation,p0001,NA,NA,1822,June,9,weather,temperature,NA,NA,NA,Fahrenheit,85,NA,
Shirley Plantation,p0001,NA,NA,1822,June,10,weather,temperature,NA,NA,NA,Fahrenheit,86,NA,
Shirley Plantation,p0001,NA,NA,1822,June,11,weather,temperature,NA,NA,NA,Fahrenheit,88,NA,
Shirley Plantation,p0001,NA,NA,1822,June,12,weather,temperature,NA,NA,NA,Fahrenheit,82,NA,
Shirley Plantation,p0001,NA,NA,1822,June,13,weather,temperature,NA,NA,NA,Fahrenheit,76,NA,
Shirley Plantation,p0001,NA,NA,1822,June,14,weather,temperature,NA,NA,NA,Fahrenheit,69,NA,
Shirley Plantation,p0001,NA,NA,1822,June,15,weather,temperature,NA,NA,NA,Fahrenheit,80,NA,
Shirley Plantation,p0001,NA,NA,1822,June,16,weather,temperature,NA,NA,NA,Fahrenheit,90,NA,
Shirley Plantation,p0001,NA,NA,1822,June,17,weather,temperature,NA,NA,NA,Fahrenheit,85,NA,
Shirley Plantation,p0001,NA,NA,1822,June,18,weather,temperature,NA,NA,NA,Fahrenheit,76,NA,
Shirley Plantation,p0001,NA,NA,1822,June,19,weather,temperature,NA,NA,NA,Fahrenheit,75,NA,
Shirley Plantation,p0001,NA,NA,1822,June,20,weather,temperature,NA,NA,NA,Fahrenheit,72,NA,
Shirley Plantation,p0001,NA,NA,1822,June,21,weather,temperature,NA,NA,NA,Fahrenheit,78,NA,
Shirley Plantation,p0001,NA,NA,1822,June,22,weather,temperature,NA,NA,NA,Fahrenheit,83,NA,
Shirley Plantation,p0001,NA,NA,1822,June,23,weather,temperature,NA,NA,NA,Fahrenheit,85,NA,
Shirley Plantation,p0001,NA,NA,1822,June,24,weather,temperature,NA,NA,NA,Fahrenheit,86,NA,
Shirley Plantation,p0001,NA,NA,1822,June,25,weather,temperature,NA,NA,NA,Fahrenheit,87,NA,
Shirley Plantation,p0001,NA,NA,1822,June,26,weather,temperature,NA,NA,NA,Fahrenheit,86,NA,
Shirley Plantation,p0001,NA,NA,1822,June,27,weather,temperature,NA,NA,NA,Fahrenheit,78,NA,
Shirley Plantation,p0001,NA,NA,1822,June,28,weather,temperature,NA,NA,NA,Fahrenheit,80,NA,
Shirley Plantation,p0001,NA,NA,1822,June,29,weather,temperature,NA,NA,NA,Fahrenheit,85,NA,
Shirley Plantation,p0001,NA,NA,1822,June,30,weather,temperature,NA,NA,NA,Fahrenheit,82,NA,
Shirley Plantation,p0001,NA,NA,1822,July,1,weather,temperature,NA,NA,NA,Fahrenheit,85,NA,
Shirley Plantation,p0001,NA,NA,1822,July,2,weather,temperature,NA,NA,NA,Fahrenheit,87,NA,
Shirley Plantation,p0001,NA,NA,1822,July,3,weather,temperature,NA,NA,NA,Fahrenheit,88,NA,
Shirley Plantation,p0001,NA,NA,1822,July,4,weather,temperature,NA,NA,NA,Fahrenheit,89,NA,
Shirley Plantation,p0001,NA,NA,1822,July,5,weather,temperature,NA,NA,NA,Fahrenheit,86,NA,
Shirley Plantation,p0001,NA,NA,1822,July,6,weather,temperature,NA,NA,NA,Fahrenheit,85,NA,
Shirley Plantation,p0001,NA,NA,1822,July,7,weather,temperature,NA,NA,NA,Fahrenheit,86.5,NA,
Shirley Plantation,p0001,NA,NA,1822,July,8,weather,temperature,NA,NA,NA,Fahrenheit,88,NA,
Shirley Plantation,p0001,NA,NA,1822,July,9,weather,temperature,NA,NA,NA,Fahrenheit,87,NA,
Shirley Plantation,p0001,NA,NA,1822,July,10,weather,temperature,NA,NA,NA,Fahrenheit,88,NA,
Shirley Plantation,p0001,NA,NA,1822,May,29,agriculture,weeding,corn,NA,NA,weeding,,NA,
Shirley Plantation,p0001,NA,NA,1822,May,30,weather,precipitation,NA,NA,NA,very heavy,,NA,
Shirley Plantation,p0001,NA,NA,1822,May,30,agriculture,problem,wheat,unspecified,NA,knock down,,NA,
Shirley Plantation,p0001,NA,NA,1822,May,30,agriculture,problem,clover,NA,NA,knock down,,NA,
Shirley Plantation,p0001,NA,NA,1822,May,31,agriculture,weeding,corn,NA,NA,weeding,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,1,agriculture,weeding,corn,NA,NA,weeding,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,2,agriculture,pest,wheat,unspecified,NA,rust,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,3,agriculture,weeding,corn,hominy,NA,weeding,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,3,agriculture,weeding,pumpkins,NA,NA,weeding,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,4,agriculture,harvesting,clover,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,5,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,5,weather,precipitation,NA,NA,NA,drizzle,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,5,agriculture,harvesting,clover,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,5,agriculture,weeding,beans,NA,NA,weeding,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,5,agriculture,weeding,peas,NA,NA,weeding,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,6,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,6,weather,precipitation,NA,NA,NA,drizzle,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,6,agriculture,harvesting,clover,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,6,agriculture,weeding,beans,NA,NA,weeding,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,6,agriculture,weeding,peas,NA,NA,weeding,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,7,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,9,weather,hydrology,NA,NA,NA,drought,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,11,weather,precipitation,NA,NA,NA,shower,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,12,agriculture,harvesting,wheat,unspecified,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,13,weather,temperature,NA,NA,NA,very cool,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,14,weather,temperature,NA,NA,NA,cold,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,13,agriculture,harvesting,wheat,unspecified,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,14,agriculture,harvesting,wheat,unspecified,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,14,weather,hydrology,NA,NA,NA,drought,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,15,weather,temperature,NA,NA,NA,cool,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,15,agriculture,harvesting,wheat,unspecified,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,17,agriculture,harvesting,wheat,unspecified,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,17,weather,hydrology,NA,NA,NA,drought,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,18,weather,precipitation,NA,NA,NA,heavy shower,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,19,weather,temperature,NA,NA,NA,cool,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,20,weather,precipitation,NA,NA,NA,very fine rain,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,21,weather,precipitation,NA,NA,NA,heaviest rain ever,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,22,agriculture,harvesting,wheat,unspecified,NA,finished,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,23,weather,precipitation,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,24,agriculture,problem,wheat,unspecified,NA,ground too wet,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,26,agriculture,weeding,corn,NA,NA,weeding,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,28,agriculture,weeding,cotton,NA,NA,weeding,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,29,agriculture,weeding,corn,hominy,NA,weeding,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,29,agriculture,weeding,pumpkins,NA,NA,weeding,,NA,
Shirley Plantation,p0001,NA,NA,1822,June,30,operations,landscaping,corn,NA,laying off,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,July,1,agriculture,weeding,peas,NA,NA,weeding,,NA,
Shirley Plantation,p0001,NA,NA,1822,July,1,agriculture,weeding,cotton,NA,NA,weeding,,NA,
Shirley Plantation,p0001,NA,NA,1822,July,2,agriculture,harvesting,oats,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,July,3,agriculture,harvesting,oats,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,July,4,weather,precipitation,NA,NA,NA,very hard,,NA,
Shirley Plantation,p0001,NA,NA,1822,July,5,weather,precipitation,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,July,6,weather,precipitation,NA,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,July,8,operations,plowing,corn,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,July,10,operations,plowing,corn,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,July,11,agriculture,weeding,corn,NA,NA,weeding,,NA,
Shirley Plantation,p0001,NA,NA,1822,July,12,agriculture,weeding,corn,NA,NA,weeding,,NA,
Shirley Plantation,p0001,NA,NA,1822,July,13,agriculture,weeding,corn,NA,NA,weeding,,NA,
Shirley Plantation,p0001,NA,NA,1822,October,11,weather,precipitation,NA,NA,NA,very rainy,,NA,
Shirley Plantation,p0001,NA,NA,1822,October,12,agriculture,sowing,wheat,purple straw,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,October,12,agriculture,harvesting,wheat,purple straw,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,October,14,agriculture,sowing,wheat,purple straw,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,October,14,agriculture,harvesting,peas,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,October,14,agriculture,harvesting,potatoes,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,October,15,agriculture,sowing,wheat,purple straw,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,October,16,agriculture,sowing,wheat,purple straw,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,October,15,weather,temperature,NA,NA,NA,frost very slight,,NA,freeze
Shirley Plantation,p0001,NA,NA,1822,October,21,agriculture,sowing,wheat,purple straw,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,October,21,weather,precipitation,NA,NA,NA,drizzle,,NA,
Shirley Plantation,p0001,NA,NA,1822,October,22,agriculture,sowing,wheat,unspecified,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,October,23,agriculture,sowing,wheat,purple straw,NA,finished,,NA,
Shirley Plantation,p0001,NA,NA,1822,October,24,agriculture,sowing,wheat,white may,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,October,25,agriculture,sowing,wheat,white may,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,October,25,agriculture,sowing,wheat,white may,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,October,26,weather,temperature,NA,NA,NA,smart frost,,NA,freeze
Shirley Plantation,p0001,NA,NA,1822,October,27,weather,windy,NA,NA,e,e,,NA,
Shirley Plantation,p0001,NA,NA,1822,October,27,weather,precipitation,NA,NA,NA,rain,,NA,
Shirley Plantation,p0001,NA,NA,1822,October,28,agriculture,problem,wheat,unspecified,NA,ground too wet,,NA,
Shirley Plantation,p0001,NA,NA,1822,October,29,agriculture,sowing,wheat,white may,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,November,1,agriculture,sowing,wheat,white may,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,November,2,agriculture,sowing,wheat,white may,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,November,4,agriculture,sowing,wheat,red bearded,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,November,5,agriculture,sowing,wheat,red bearded,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,November,5,operations,treating,wheat,unspecified,NA,lime,,NA,
Shirley Plantation,p0001,NA,NA,1822,November,6,agriculture,sowing,wheat,red bearded,NA,finished,,NA,
Shirley Plantation,p0001,NA,NA,1822,November,7,weather,precipitation,NA,NA,NA,rain,,NA,
Shirley Plantation,p0001,NA,NA,1822,November,8,weather,temperature,NA,NA,NA,very warm,,NA,
Shirley Plantation,p0001,NA,NA,1822,November,9,operations,plowing,corn,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,November,11,operations,plowing,corn,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,November,12,operations,plowing,corn,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,November,13,weather,precipitation,NA,NA,NA,rain,,NA,
Shirley Plantation,p0001,NA,NA,1822,November,14,weather,temperature,NA,NA,NA,ice,,NA,
Shirley Plantation,p0001,NA,NA,1822,November,18,labor,general,cotton,NA,NA,ginning,,NA,
Shirley Plantation,p0001,NA,NA,1822,November,19,operations,plowing,corn,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,November,20,agriculture,harvesting,cotton,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,November,22,weather,precipitation,NA,NA,NA,rain,,NA,
Shirley Plantation,p0001,NA,NA,1822,November,24,agriculture,harvesting,cotton,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,November,30,weather,windy,NA,NA,NA,very hard,,NA,
Shirley Plantation,p0001,NA,NA,1822,December,1,weather,temperature,NA,NA,NA,very cold,,NA,
Shirley Plantation,p0001,NA,NA,1822,December,2,weather,temperature,NA,NA,NA,freeze,,NA,freeze
Shirley Plantation,p0001,NA,NA,1822,December,3,weather,temperature,NA,NA,NA,freeze,,NA,freeze
Shirley Plantation,p0001,NA,NA,1822,December,4,weather,temperature,NA,NA,NA,freeze,,NA,freeze
Shirley Plantation,p0001,NA,NA,1822,December,5,weather,temperature,NA,NA,NA,freeze,,NA,freeze
Shirley Plantation,p0001,NA,NA,1822,December,6,weather,temperature,NA,NA,NA,freeze,,NA,freeze
Shirley Plantation,p0001,NA,NA,1822,December,7,weather,temperature,NA,NA,NA,freeze,,NA,freeze
Shirley Plantation,p0001,NA,NA,1822,December,7,weather,precipitation,NA,NA,NA,rain,,NA,
Shirley Plantation,p0001,NA,NA,1822,December,8,weather,temperature,NA,NA,NA,very mild,,NA,
Shirley Plantation,p0001,NA,NA,1822,December,9,weather,temperature,NA,NA,NA,very mild,,NA,
Shirley Plantation,p0001,NA,NA,1822,December,10,weather,temperature,NA,NA,NA,very mild,,NA,
Shirley Plantation,p0001,NA,NA,1822,December,11,weather,temperature,NA,NA,NA,very mild,,NA,
Shirley Plantation,p0001,NA,NA,1822,December,12,weather,temperature,NA,NA,NA,freeze,,NA,freeze
Shirley Plantation,p0001,NA,NA,1822,December,13,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1822,December,14,weather,precipitation,NA,NA,NA,little bit of rain,,NA,
Shirley Plantation,p0001,NA,NA,1822,December,14,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1822,December,15,weather,temperature,NA,NA,NA,Fahrenheit,33,NA,
Shirley Plantation,p0001,NA,NA,1822,December,17,weather,precipitation,NA,NA,NA,rain,,NA,
Shirley Plantation,p0001,NA,NA,1822,December,16,weather,temperature,NA,NA,NA,Fahrenheit,32,NA,freeze
Shirley Plantation,p0001,NA,NA,1822,December,17,weather,temperature,NA,NA,NA,Fahrenheit,40,NA,
Shirley Plantation,p0001,NA,NA,1822,December,18,weather,temperature,NA,NA,NA,Fahrenheit,50,NA,
Shirley Plantation,p0001,NA,NA,1822,December,18,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1822,December,19,weather,temperature,NA,NA,NA,Fahrenheit,60,NA,
Shirley Plantation,p0001,NA,NA,1822,December,20,weather,temperature,NA,NA,NA,Fahrenheit,57.5,NA,
Shirley Plantation,p0001,NA,NA,1822,December,21,weather,temperature,NA,NA,NA,Fahrenheit,55,NA,
Shirley Plantation,p0001,NA,NA,1822,December,21,weather,precipitation,NA,NA,NA,rain,,NA,
Shirley Plantation,p0001,NA,NA,1822,December,22,weather,temperature,NA,NA,NA,Fahrenheit,52.5,NA,
Shirley Plantation,p0001,NA,NA,1822,December,22,weather,precipitation,NA,NA,NA,drizzle,,NA,
Shirley Plantation,p0001,NA,NA,1822,December,22,weather,temperature,NA,NA,NA,mild,,NA,
Shirley Plantation,p0001,NA,NA,1822,December,23,weather,temperature,NA,NA,NA,Fahrenheit,50,NA,
Shirley Plantation,p0001,NA,NA,1822,December,23,weather,temperature,NA,NA,NA,cold,,NA,
Shirley Plantation,p0001,NA,NA,1822,December,23,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1822,December,24,weather,temperature,NA,NA,NA,Fahrenheit,25,NA,freeze
Shirley Plantation,p0001,NA,NA,1822,December,25,weather,temperature,NA,NA,NA,Fahrenheit,30,NA,freeze
Shirley Plantation,p0001,NA,NA,1822,December,25,weather,precipitation,NA,NA,NA,shower,,NA,
Shirley Plantation,p0001,NA,NA,1822,December,26,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1822,December,27,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1822,December,27,weather,precipitation,NA,NA,NA,rain,,NA,
Shirley Plantation,p0001,NA,NA,1822,December,28,weather,precipitation,NA,NA,NA,rain,,NA,
Shirley Plantation,p0001,NA,NA,1822,December,31,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1822,December,31,weather,precipitation,NA,NA,NA,snow,,NA,freeze
Shirley Plantation,p0001,NA,NA,1822,December,31,weather,temperature,NA,NA,NA,freeze,,NA,freeze
Shirley Plantation,p0001,NA,NA,1822,October,30,agriculture,harvesting,corn,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,November,9,agriculture,harvesting,corn,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,November,11,agriculture,harvesting,corn,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,November,13,agriculture,harvesting,corn,NA,NA,NA,,NA,
Shirley Plantation,p0001,NA,NA,1822,November,18,agriculture,harvesting,corn,NA,NA,finished,,NA,
Shirley Plantation,p0001,NA,NA,1823,January,1,weather,precipitation,NA,NA,NA,rain,,NA,
Shirley Plantation,p0001,NA,NA,1823,January,2,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1823,January,3,weather,temperature,NA,NA,NA,mild,,NA,
Shirley Plantation,p0001,NA,NA,1823,January,5,weather,cloud cover,NA,NA,NA,cloudy,,NA,
Shirley Plantation,p0001,NA,NA,1823,January,5,weather,temperature,NA,NA,NA,warm,,NA,
Shirley Plantation,p0001,NA,NA,1823,January,6,weather,temperature,NA,NA,NA,cold,,NA,
Shirley Plantation,p0001,NA,NA,1823,January,7,weather,temperature,NA,NA,NA,cold,,NA,freeze
Shirley Plantation,p0001,NA,NA,1823,January,11,weather,temperature,NA,NA,NA,Fahrenheit,30,NA,freeze
Shirley Plantation,p0001,NA,NA,1823,January,13,weather,temperature,NA,NA,NA,very cold,,NA,freeze
Shirley Plantation,p0001,NA,NA,1823,January,14,weather,temperature,NA,NA,NA,Fahrenheit,25,NA,freeze
Shirley Plantation,p0001,NA,NA,1823,January,16,weather,temperature,NA,NA,NA,Fahrenheit,30,NA,freeze
Shirley Plantation,p0001,NA,NA,1823,January,17,weather,temperature,NA,NA,NA,very mild,,NA,
Shirley Plantation,p0001,NA,NA,1823,January,20,weather,temperature,NA,NA,NA,Fahrenheit,70,NA,
Shirley Plantation,p0001,NA,NA,1823,January,29,weather,temperature,NA,NA,NA,cold,,NA,freeze
Shirley Plantation,p0001,NA,NA,1823,January,30,weather,temperature,NA,NA,NA,Fahrenheit,25,NA,freeze
Shirley Plantation,p0001,NA,NA,1823,January,31,weather,temperature,NA,NA,NA,Fahrenheit,20,NA,freeze
Shirley Plantation,p0001,NA,NA,1823,February,1,weather,temperature,NA,NA,NA,Fahrenheit,20,NA,freeze
Shirley Plantation,p0001,NA,NA,1823,February,6,weather,temperature,NA,NA,NA,Fahrenheit,27,NA,freeze
Shirley Plantation,p0001,NA,NA,1823,February,7,weather,temperature,NA,NA,NA,very cold,,NA,freeze
Shirley Plantation,p0001,NA,NA,1823,February,8,weather,temperature,NA,NA,NA,excessively cold,,NA,freeze
